steam_app_id,name,developer,publisher,release_date,release_year,short_description,about_the_game,tags,genres,categories,review_score,review_score_desc,total_reviews,positive_reviews,negative_reviews,metacritic_score,metacritic_url,header_image,screenshots,is_free,price,sources,extracted_at,step_steam,step_metacritic
2605600,Facehand,foolsroom,foolsroom,"19 Jun, 2024",2024,Facehand is a synergy-driven roguelike deckbuilder with autobattling mechanics. Craft the perfect deck and chain card abilities to create wild combos!,Facehand is a synergy-driven roguelike deckbuilder where you chain card abilities to create wild combos.Theorycraft the strongest hand possible to break the gameAscending Grade system constantly adds new twistsUnlockables add new content as you progress70+ cards with unique effects and synergies50+ relics that boost your hands in game-changing ways30+ runes that combine with cards for limitless possibilities,Roguelike Deckbuilder; Deckbuilding; Auto Battler; Strategy; Roguelite; Card Battler; Card Game; Roguelike; Casual; Turn-Based Strategy; Relaxing; 2D; Cute; Cartoony; Procedural Generation,Strategy,Single-player; Family Sharing,80,Very Positive,98,87,11,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2605600/header.jpg?t=1727470377,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2605600/ss_84bfa0af6b61d428ca4ec81e91de390849eeadb8.1920x1080.jpg?t=1727470377; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2605600/ss_13a0fbfd920d3076b20e13cef20e6a38552f683e.1920x1080.jpg?t=1727470377; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2605600/ss_257b55091e6e897f39452a4b004c8a815c9849ed.1920x1080.jpg?t=1727470377,false,"6,89€","steam-search; steam:1666,9; steam:4325,1666; steam:1666,4325; steam:1666,3959; steam:791774,4182",2026-01-10T23:50:14.740Z,success,success
3442280,Phantomancer,Cloudgear Games,Cloudgear Games,"10 Apr, 2025",2025,Phantomancer is a deck-building roguelike where you summon phantoms to fight. Defeat the monsters threatening humanity and uncover the story of two sisters.,"About This GamePhantomancer is a deck-building roguelike developed by a solo creator, where players progress by collecting cards and ultimately aim to defeat the final boss.Hitoyo, a magician tasked by the Magic Association, embarks on a journey to defeat the emerging monsters.Fight Using CardsIn battles, players draw cards at random from their deck to fight.In addition to the deck, this game introduces a unique area called the &quot;Pouch.&quot;Cards placed in the Pouch can be used anytime, reg",Strategy; Deckbuilding; Card Battler; Roguelike; Anime; Fantasy; Singleplayer; Card Game; Roguelike Deckbuilder; Indie; Roguelite,Indie; Strategy,Single-player; Steam Achievements; Custom Volume Controls; Mouse Only Option; Playable without Timed Input; Save Anytime; Steam Cloud; Family Sharing,80,Very Positive,98,90,8,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3442280/header.jpg?t=1751069138,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3442280/1ee6405526e6160b4a6f76571da12987607a5cc7/ss_1ee6405526e6160b4a6f76571da12987607a5cc7.1920x1080.jpg?t=1751069138; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3442280/15db7494004167744c5e73650522033b1aeb4215/ss_15db7494004167744c5e73650522033b1aeb4215.1920x1080.jpg?t=1751069138; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3442280/0a0eddf4d2504cce2eea6f8ddd730320a62807ba/ss_0a0eddf4d2504cce2eea6f8ddd730320a62807ba.1920x1080.jpg?t=1751069138,false,"11,79€","steam-search; steam:1666,9; steam:1666,3959; steam:791774,4182",2026-01-10T23:50:12.137Z,success,success
2955220,CARD QUEST,MEOW STORE GAME,MEOW STORE GAME,"1 Nov, 2024",2024,"《CARD QUEST》 is a game themed around the image of cats, featuring a rich combination of elemental schools, random equipment upgrades and breakthroughs, unique core gameplay for each chapter, and various random events.","* Extremely strategic dungeon-style exploration* Warm and healing gothic style painting* Each chapter has a unique core gameplay mechanic.* Unknown events will be triggered randomly during the exploration process.* Dream wheel to play with treasure chests to get rich rewards.* Challenge mode that combines strategy and speed, with a lot of spicy flavors* Normal, Hard, and Abyss difficulty levels are stacked with different settings.Card Puzzle is a high strategy adventure game with a gothic style ",Cats; Turn-Based Combat; Card Battler; Deckbuilding; Cute; Exploration; Strategy; Roguelite; 2D; Hand-drawn; Magic; Stylized; Funny; Gothic; Singleplayer,Adventure; Casual; Strategy,Single-player; Steam Achievements; Steam Cloud; Family Sharing,60,Mostly Positive,97,75,22,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2955220/header.jpg?t=1755489062,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2955220/ss_2db4db3790a13d551599500d7cb7624f4e4560bd.1920x1080.jpg?t=1755489062; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2955220/ss_8862613a596c3e6b05a5e895ef99987008744716.1920x1080.jpg?t=1755489062; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2955220/ss_3b20e2da9df4c00b8885e9fff12a7ca274b36e14.1920x1080.jpg?t=1755489062,false,"9,75€","steam:4325,1666; steam:1666,4325; steam:1666,3959; steam:791774,4182",2026-01-11T00:01:10.779Z,success,success
531540,Hidden Dimensions 3,Stijn Van Cauter,Stijn Van Cauter,"12 Oct, 2016",2016,"Hidden Dimensions 3 is a science-fiction themed collectible cards game offering over 500 cards, varied gameplay modes and challenges. Create decks containing spaceships, as well as various structures and actions to support your fleet.","Hidden Dimensions 3 is a science-fiction themed collectible cards game offering over 500 cards, varied gameplay modes and challenges.Control a powerful baseship capable of launching ships, deploying structures and performing actions. The structures provide various support roles and are the backbone of your fleet, generating energy required to launch larger ships. Ships serve to both defend your base against the fleet of your opponent, and to attack the opposing baseship.Features more than 500 ca",Strategy; Free to Play; Card Game; Indie,Strategy,Single-player,80,Very Positive,96,81,15,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/531540/header.jpg?t=1476256823,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/531540/ss_b80d43126f1eade65c3eb5ae2acfcaff1a273137.1920x1080.jpg?t=1476256823; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/531540/ss_5e10ec32de5bfd3062f7c91e689659b90adfd5f5.1920x1080.jpg?t=1476256823; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/531540/ss_c8af97be002406550d59f6423c2de9f6dcdf3f9d.1920x1080.jpg?t=1476256823,true,Free,"steam:1666,9",2026-01-10T23:56:03.228Z,success,success
2870220,Tuggowar,Tension Games,Tension Games,"24 Mar, 2025",2025,"Tuggowar is the big-brain deckbuilding duel. Engage in tense combat on a solarpunk frontier. Assemble your deck turn by turn, discover powerful card combos, disrupt the enemy strategy, and pilot your well-oiled war machine to victory!","Experience the essence of deckbuilding. Engage in tense 10-minute battles on a level playing field. Figure out a fun build from a unique set of cards and carefully evolve your deck into a well-oiled war machine. Don’t copy decks, build on-the-fly and let your creativity shine. Every match is a new mind game! Beat the player, not the meta.In this skill game you have a fair shot at the top spot, no matter the size of your collection. Climb the ranks fighting with weapons of equal strength. There i",Deckbuilding; Turn-Based Strategy; PvP; Card Game; Card Battler; Strategy; PvE; Turn-Based Tactics; Mouse only; Touch-Friendly; Multiplayer; War; Sci-fi; Cartoony; Building,Strategy,Single-player; Multi-player; PvP; Online PvP; Steam Achievements; Custom Volume Controls; Adjustable Difficulty; Mouse Only Option; Playable without Timed Input; Save Anytime; Stereo Sound; Touch Only Option; Family Sharing,80,Very Positive,96,90,6,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2870220/0baa42f8ac6e6ccd736380d40998251ddd147633/header.jpg?t=1760623379,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2870220/fc2bc908e696818478d3c7c521e1141cb18ba143/ss_fc2bc908e696818478d3c7c521e1141cb18ba143.1920x1080.jpg?t=1760623379; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2870220/ss_64b8c29840a7364a9d5f7062c5e4e5d13e049f51.1920x1080.jpg?t=1760623379; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2870220/dd78abbbff09358fd97ccc8cd5aa0e77137e2338/ss_dd78abbbff09358fd97ccc8cd5aa0e77137e2338.1920x1080.jpg?t=1760623379,false,"7,99€","steam-search; steam:1666,9; steam:14139,1666; steam:1666,14139; steam:791774,4182",2026-01-10T23:50:10.852Z,success,success
2288880,Acolyte of the Altar,Black Kite Games,Black Kite Games,"25 Mar, 2024",2024,"Hunt through the wastelands for colossal Beasts in this roguelike deckbuilder. Beware! Beasts grow stronger during battle, allowing them to consume your creatures or counter your spells. Carve profane Gifts from these behemoths and grow stronger to serve your Patron! But serve them to what end?","Hunt through the wastelands for colossal Beasts in this roguelike deckbuilder. Beware! Beasts grow stronger during battle, allowing them to consume your creatures or counter your spells. Carve profane Gifts from these behemoths and grow stronger to serve your Patron! But serve them to what end? Hunt the Beasts Test your wits and your deck against titanic creatures called Beasts, who evolve as you fight them! Rush them down before they reach their potential, or bring large threats of your own to ",Roguelike Deckbuilder; Card Game; Card Battler; Strategy; Roguelike; Deckbuilding; Roguelite; Replay Value; Indie; Turn-Based; Mouse only; 2D; Difficult; Turn-Based Combat; Atmospheric,Indie; RPG; Strategy,Single-player; Steam Achievements; Steam Cloud; Family Sharing,60,Mostly Positive,95,71,24,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2288880/header.jpg?t=1725649629,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2288880/ss_3e0d855d582ba166b5dcf4ce85846be250757666.1920x1080.jpg?t=1725649629; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2288880/ss_a51f2216c7d992282ef6c04f4973b27e3840a2c9.1920x1080.jpg?t=1725649629; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2288880/ss_f00cfaf57715baa0fcaa4c5d57ab1e1cd4630f97.1920x1080.jpg?t=1725649629,false,"19,50€","steam:4325,1666; steam:1666,4325; steam:1666,3959; steam:791774,4182; steam:1666,1677",2026-01-11T00:01:10.779Z,success,success
3025160,Pirates Outlaws 2: Heritage,Fabled Game,Fabled Game,"3 Dec, 2025",2025,"Pirates Outlaws 2 is a swashbuckling roguelike deckbuilder. Collect &amp; fuse cards, gather powerful relics and adapt your strategy during each run. Become a reputed pirate, loot the Sea Masters, challenge giant creatures and triumph in the great Arena!","● 250 Cards – Collect cards to build a deck and strategy● 80+ Relics – Discover varied items with additional effects● 9 Outfits – Complete relic sets to gain extra bonus● Multi-Class Characters - Select starter decks hero with unique attributes and ability● Companions – Extend your game experience with special and additional contents● Open-Sea Navigation – Navigate with more freedom, adapt your route according to circumstances, or uncontrollable changes to complete your quests● Arena Mode - The ",Early Access; Roguelike Deckbuilder; Card Game; Pirates; Card Battler; Turn-Based Strategy; Strategy; Steampunk; Sailing; Roguelike; Deckbuilding; Turn-Based Tactics; 2D; Singleplayer; Indie,Adventure; Casual; Indie; Strategy; Early Access,Single-player; Steam Achievements; Custom Volume Controls; Adjustable Difficulty; Mouse Only Option; Playable without Timed Input; Steam Cloud; Family Sharing,60,Mostly Positive,95,74,21,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3025160/2caf553b00e762d7034d346420e712c47dd85812/header.jpg?t=1766715115,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3025160/75f56712f5c9efb4556dc7ff26240588c165c38d/ss_75f56712f5c9efb4556dc7ff26240588c165c38d.1920x1080.jpg?t=1766715115; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3025160/f66b85c72859d13a6dba4df8051c838f5c4bf4c6/ss_f66b85c72859d13a6dba4df8051c838f5c4bf4c6.1920x1080.jpg?t=1766715115; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3025160/41b33b1ff1bb05de9c1204c5f2f5ca9f1623628c/ss_41b33b1ff1bb05de9c1204c5f2f5ca9f1623628c.1920x1080.jpg?t=1766715115,false,"12,95€","steam:14139,1666; steam:1666,14139; steam:791774,4182",2026-01-11T00:00:58.170Z,success,success
3449630,Touhou Rinrinki ~ Crafts of the Lucky Beast,Starcrow Dev,Starcrow Dev,"15 Jan, 2026",2026,"Touhou Rinrinki ~ Crafts of the Luck Beast is a Touhou Doujin Card-Strategy Game. Using cards across different seasons, join forces with duelists of unique abilities, face various opponents from all over Gensoukyo, and uncover the truth behind the Card Duel Incident!","Choose Your Duelist, Unravel the Mystery!Gensokyo faces a new Incident: a sudden craze for card duels! What secret lies behind?As the shrine maiden and expert in Incident resolving, Reimu sets out to investigate…But she won’t be the only one!Deck-building Through Hundreds of Cards!Build your ultimate deck from over 200 unique cards across four seasons!Defeat Your Opponents, Gather Your Strength!Battle 30+ unique opponents, collect 100+ powerful items, and upgrade your Duelist's unique skill to c",Card Battler; Turn-Based Tactics; Roguelike Deckbuilder; Card Game; Roguelike; Faith; Board Game; Turn-Based Strategy; Female Protagonist; Tabletop; Strategy; 2D; Turn-Based Combat; Deckbuilding; Anime,Indie; Strategy; Early Access,Single-player; Custom Volume Controls; Mouse Only Option; Playable without Timed Input; Steam Cloud; Family Sharing,80,Very Positive,95,93,2,85,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3449630/8e64c527da1579c5dbafb64f93c3080f94f4f6a6/header.jpg?t=1771122894,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3449630/72cbbeb6c5250c4e667c53bcb06ca25540484469/ss_72cbbeb6c5250c4e667c53bcb06ca25540484469.1920x1080.jpg?t=1771122894; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3449630/e93b388173217314aed8b009760051a3ddd2fa95/ss_e93b388173217314aed8b009760051a3ddd2fa95.1920x1080.jpg?t=1771122894; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3449630/686974a40e19e9d95591cc1a4672f9cc4316fd18/ss_686974a40e19e9d95591cc1a4672f9cc4316fd18.1920x1080.jpg?t=1771122894,false,"9,75€","steam:1666,17389; steam:1666,14139; steam:1666,4325; steam:17389,14139",2026-03-16T13:07:53.430Z,success,success
1232590,DREAMGATE,Confirmed Games,Confirmed Games,"20 Feb, 2020",2020,"Dreamgate is a unique hardcore mix of deck building card battler, roguelite adventure and RPG. Build your deck, explore the Dreamgate world and defeat fearsome foes!","KEY FEATURESA changing world. Whenever you start your journey, the layout differs each time. Choose your path, face different enemies, choose different cards, try new strategies and tactics!Anomalies. Special effects that change the rules of the game.No Mana/Energy. All cards can be played without mana.Skill tree. Permanently upgrade your heroes with unique ability.Building your unique deck. Your items, treasures, weapons, skills, same as wound, toxin and curse go to the same deck – balance your",Indie; Strategy; Early Access; RPG; Card Game; Card Battler; Procedural Generation; Difficult; Adventure; Roguelite; Deckbuilding; Dungeon Crawler; Turn-Based; Turn-Based Strategy; Fantasy,Adventure; Indie; RPG; Strategy; Early Access,Single-player; Steam Achievements; Steam Workshop; Steam Cloud; Family Sharing,60,Mostly Positive,94,69,25,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1232590/header.jpg?t=1654760055,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1232590/ss_7f8938e51a65d0b10c0860427bfe048cba0d097d.1920x1080.jpg?t=1654760055; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1232590/ss_6c30288a2cfb4df4460573864af738deb10ca724.1920x1080.jpg?t=1654760055; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1232590/ss_03b43a29606bc170872d20fb1ddd38c0149a44ab.1920x1080.jpg?t=1654760055,false,"12,49€","steam:4325,1666; steam:1666,4325; steam:1666,3959; steam:791774,4182; steam:1666,1677",2026-01-11T00:01:10.779Z,success,success
1915780,Tendryll,Brute Farce,Brute Farce,"30 Apr, 2024",2024,"Delve into grid-based tactical combat in this roguelike deckbuilder. Coordinate your heroes, modify your cards with unique runes, construct powerful item builds, and sidestep card-corrupting terrain to survive a gauntlet of befouled enemies.","“Slay the Spire Meets Into the Breach! Great New Deckbuilder Just Landed!” - Haelian&quot;One Of The Best Grid-Based Roguelike Deckbuilders I've Seen So Far&quot; - Wanderbot&quot;AWESOME Turn-Based Tactics Roguelike Deckbuilder!!&quot; - RetromationChoose your heroes that will fight to rid this world of corrupted Tendryll. In order to survive, your heroes must work together and coordinate their unique abilities. You will encounter deadly enemies, dangerous traps, and perilous environmental haza",Early Access; Roguelike Deckbuilder; Card Game; Card Battler; Deckbuilding; Tactical; Roguelike; Turn-Based; Strategy; Difficult; Singleplayer; Party; Grid-Based Movement; Class-Based; Dungeon Crawler,Indie; Strategy; Early Access,Single-player; Full controller support; Family Sharing,80,Very Positive,94,76,18,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1915780/header.jpg?t=1762542073,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1915780/ss_520fd9b1b3c1d1f11cd07903808a53ca370e5560.1920x1080.jpg?t=1762542073; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1915780/ss_8504838386f1e7410cc5f0fd95bd35d10a4ace90.1920x1080.jpg?t=1762542073; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1915780/ss_82bceeea014061bd244b360f972bc72e15a5dbcd.1920x1080.jpg?t=1762542073,false,"12,79€","steam:1666,9; steam:791774,4182; steam:1666,1677",2026-01-11T00:00:34.820Z,success,success
332540,We Slay Monsters,Furiously Inactive Games,Furiously Inactive Games,"21 Jun, 2017",2017,"We Slay Monsters streamlines traditional roguelike RPG gameplay and introduces a unique poker-esque card based combat mechanic. Each class (Wizard, Rogue, Warrior) has a unique deck of cards; using this deck you will guide your hero through the dungeon.","We Slay Monsters streamlines traditional roguelike RPG gameplay and introduces a unique poker-esque card based combat mechanic. Each class (Wizard, Rogue, Warrior) has a unique deck of cards; using this deck you will guide your hero through the dungeon. Each dungeon is designed to play in short bursts, with a single dungeon taking 15-25 minutes to complete (or even less if your hero dies).The Academy For DungeoneeringIn We Slay Monsters, the player is tasked with the rebuilding of the once prest",Roguelike; Card Battler; RPG; Indie; Strategy; Card Game; Adventure; Dungeon Crawler,Indie; RPG; Strategy,Single-player; Steam Achievements; Steam Trading Cards; Steam Cloud; Steam Leaderboards,80,Very Positive,93,86,7,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/332540/header.jpg?t=1688411726,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/332540/ss_2b346066ec4e674c51f952ac443d4472813fd8e5.1920x1080.jpg?t=1688411726; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/332540/ss_9b82449e67bb9df7548255c33e835bfe3c75cb32.1920x1080.jpg?t=1688411726; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/332540/ss_71fb0442bae660aa75237a3a415fb08306c8f3b3.1920x1080.jpg?t=1688411726,true,Free,"steam-search; steam:1666,9",2026-01-10T23:50:12.137Z,success,success
1034540,Lorenzo il Magnifico,Studio Clangore,Cranio Creations,"5 Oct, 2020",2020,"Florence, the cradle of Italian Renaissance. The city is experiencing an unprecedented economic and cultural flourishing: will your family prevail and control the city?","Florence, the cradle of Italian Renaissance. The city is experiencing an unprecedented economic and cultural flourishing: will your family prevail and control the city? Lorenzo il Magnifico is a worker placement game, using three dice value to determine the strength of player’s workers. Each game runs for three eras, and each era runs for two rounds. During each round, you will move your family members through the narrow streets of Florence to acquire new territories, buildings and heroes, to co",Board Game; Economy; Turn-Based Strategy; Resource Management; Historical; Strategy; Early Access; Grand Strategy; Turn-Based; Score Attack; Singleplayer; Multiplayer; Card Game; Competitive; Tabletop,Strategy,Single-player; Multi-player; PvP; Online PvP; Steam Trading Cards; Family Sharing,60,Mostly Positive,93,69,24,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1034540/header.jpg?t=1685018130,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1034540/ss_c90c6cf98b4b2067c45641c0400ea61689641e30.1920x1080.jpg?t=1685018130; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1034540/ss_76955b73c096593f83fe3c09320342e2874f6412.1920x1080.jpg?t=1685018130; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1034540/ss_b7294689fb1be287401adddad35f27f434451eac.1920x1080.jpg?t=1685018130,false,"12,49€","steam:1666,17389; steam:1666,1677; steam:17389,1677",2026-01-11T01:11:36.550Z,success,success
3073470,MY DIRECT DAMAG 7 TRILLION,真香工作室,真香工作室,"1 Oct, 2024",2024,"A strategic pixel-style dungeon-crawling game where you can purchase hundreds of different weapons and armors in the shop, mix and match freely to create the best battle strategy for you, enhance your output capability, defeat bosses, and strive towards the astonishing goal of 70 trillion output.","This is a challenging pixel-art style adventure game full of strategy. In this mysterious and adventurous world, you will play as a brave adventurer, traversing through multiple levels. You can purchase powerful equipment from the shop and experiment with different combinations to defeat bosses, ultimately achieving a staggering 70 trillion output. Game Features: Exquisite pixel-art style visuals: Classic pixel art style that brings back nostalgic gaming memories.Equipment combination strategy: ",Card Battler; Turn-Based Tactics; 2D Platformer; Roguelite; Strategy; Card Game; Turn-Based Strategy; 2D; Relaxing; Funny; Casual; Turn-Based Combat; Pixel Graphics; Cartoony; Colorful,Adventure; Casual; Indie; Strategy,Single-player; Family Sharing,60,Mostly Positive,93,67,26,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3073470/header.jpg?t=1728347960,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3073470/ss_6ae46fdd81f2169772fa388f012bbfe9e42569b3.1920x1080.jpg?t=1728347960; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3073470/ss_2e65ddde2da7ad233b725887c6f11c27154ba460.1920x1080.jpg?t=1728347960; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3073470/ss_91e6f8f91242704b0d599455e7d7da36344cac3a.1920x1080.jpg?t=1728347960,false,"2,99€","steam:14139,1666; steam:4325,1666; steam:1666,14139; steam:1666,4325; steam:1666,3959",2026-01-11T00:00:58.170Z,success,success
3183220,Aurora Defense,Moka Games,Moka Games,"10 Jul, 2025",2025,"A unique roguelike deckbuilder + base-building tower defense game. Build powerful defenses in the last bastion of light, fend off relentless waves of darkness, and protect the final goddess!","Use cards to place or upgrade buildings and cast spells. Build your own custom deck and craft a unique defense strategy.When night falls, the dark army swarms in. Your units and defense towers attack autonomously to protect the Goddess Statue. Choosing the right unit combos and upgrade effects is the key to victory.Each goddess offers unique starting relics and deck, with more upgrades unlocked as she grows. After each successful defense, you'll earn new cards, relics, or encounter random events",Roguelike; Strategy; Tower Defense; Base Building; Roguelike Deckbuilder; Auto Battler; Roguelite; City Builder; Card Game; RTS; Deckbuilding; Replay Value; Pixel Graphics; Combat; 2D,Indie; Strategy; Early Access,Single-player; Steam Cloud; Family Sharing,50,Mixed,93,61,32,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3183220/d05bae7c51b2851d31a65a9082150c98ab5652e8/header.jpg?t=1752209873,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3183220/a38c288d81dcedda0eaa3cfdac09fb6d4f1fe917/ss_a38c288d81dcedda0eaa3cfdac09fb6d4f1fe917.1920x1080.jpg?t=1752209873; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3183220/b4e1ebda8bdefc50493576535da2ffdb1fff6c98/ss_b4e1ebda8bdefc50493576535da2ffdb1fff6c98.1920x1080.jpg?t=1752209873; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3183220/6853d9385dffa02abff6963b399f6857dc0b1505/ss_6853d9385dffa02abff6963b399f6857dc0b1505.1920x1080.jpg?t=1752209873,false,"12,99€","steam:1666,3959; steam:791774,4182",2026-01-11T01:12:27.122Z,success,success
3690460,FLICK SOLITAIRE,Flick,Flick,"30 Sep, 2025",2025,"Level up your chill time with Flick Solitaire. Forget boring card decks – we’re teaming up with real indie artists to design every card, bringing you gorgeous, original artwork. Build your ultimate card collection as you flick through Patience, Pyramid, and Spider. De-stress with a good FLICK!","Flick Solitaire flips classic card games with chill vibes to keep your mind happy. Every game is a colourful art trip where you discover and build decks, designed by real-world (fierce as FLICK) indie artists! PlayFlick is solitaire in full slay mode. Play classic games like Klondike, Spider, and Pyramid, powered by jaw-dropping indie art from real artists, killer animations, and a vibe that hits every single time. Whether you’ve got 3 minutes or 3 hours, it’s pure solo bliss—just you, the cards",Early Access; Card Game; Solitaire; Relaxing; Deckbuilding; Singleplayer; Tabletop; Hand-drawn; Collectathon; Colorful; Cute; 2.5D; Logic; Top-Down; Casual,Casual; Indie; Free To Play; Early Access,Single-player; In-App Purchases,60,Mostly Positive,93,67,26,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3690460/ba31abf897a1b67e792fa1c54f93039a4e978134/header.jpg?t=1761674455,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3690460/6eb0326e1cce6beecbdf05552ae3adca1f08d52d/ss_6eb0326e1cce6beecbdf05552ae3adca1f08d52d.1920x1080.jpg?t=1761674455; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3690460/1105f36ffa6807e2c109f3b22bb9efadc4a918ad/ss_1105f36ffa6807e2c109f3b22bb9efadc4a918ad.1920x1080.jpg?t=1761674455; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3690460/d48e938946fd72a78e7846d81b856347ca0f9f9c/ss_d48e938946fd72a78e7846d81b856347ca0f9f9c.1920x1080.jpg?t=1761674455,true,Free,"steam:1666,17389",2026-01-11T01:11:35.237Z,success,success
1457790,Voice of Cards: The Isle Dragon Roars Demo,Square Enix,Square Enix,"24 Sep, 2021",2021,"This prologue episode reveals what happened on the day before the events of Voice of Cards: The Isle Dragon Roars, following the Ivory Order as they search for a stolen royal treasure.","This prologue episode reveals what happened on the day before the events of Voice of Cards: The Isle Dragon Roars, following the Ivory Order as they search for a stolen royal treasure. Voice of Cards: The Isle Dragon Roars is an RPG set in a world of swords and sorcery, told entirely through the medium of cards. The story follows a self proclaimed hero as they set off to slay a recently awakened dragon, presented in the manner of a tabletop RPG and playing out through narration from the gamesmas",Card Battler; Card Game; JRPG; RPG; Strategy; Deckbuilding; Story Rich; 2D; Fantasy; Magic; Dark Fantasy; Atmospheric; Singleplayer; Minigames,,Single-player; Game demo; Full controller support,50,Mixed,92,48,44,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1457790/header.jpg?t=1722312187,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1457790/ss_dda90624ee4a7cfe87701744e1cc863f5d94c39e.1920x1080.jpg?t=1722312187; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1457790/ss_ccab69a152c652723d7690abae3e6ac5fca4f8d9.1920x1080.jpg?t=1722312187; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1457790/ss_95ed094fcf5cda294394133738078709e5970faa.1920x1080.jpg?t=1722312187,true,Free,"steam:4325,1666; steam:1666,17389; steam:1666,4325; steam:17389,4325; steam:791774,4182; steam:17389,1677",2026-01-11T00:01:13.364Z,success,success
